feature,importance
AMT_ANNUITY_MIN_AGG_OCCUPATION_TYPE_ORGANIZATION_TYPE,0.0041256244
AGE_EMPLOYED_DIFF_MIN_AGG_CODE_GENDER_NAME_FAMILY_STATUS_NAME_INCOME_TYPE,0.0041094157
OBS_60_CREDIT_RATIO,0.0041029523
B_DAYS_CREDIT_MIN_CA_CLOSED,0.004094492
B_AMT_CREDIT_SUM_MEAN_CA_CLOSED,0.0040283683
INCOME_EXT_RATIO,0.0039804885
AMT_INCOME_TOTAL_MIN_AGG_OCCUPATION_TYPE_ORGANIZATION_TYPE,0.0039595873
B_AMT_CREDIT_SUM_SUM_CA_CLOSED,0.003942275
B_DAYS_CREDIT_ENDDATE_MEAN_OVERALL,0.0039310227
CAR_EMPLOYED_RATIO,0.0038019593
ANNUITY_INCOME_RATIO_MAX_AGG_NAME_EDUCATION_TYPE_NAME_INCOME_TYPE_OCCUPATION_TYPE,0.0037264095
B_B_CREDIT_DURATION_MAX_CA_CLOSED,0.0036712422
ENTRANCES_AVG,0.0036277417
AMT_ANNUITY_MIN_AGG_CODE_GENDER_FLAG_OWN_CAR_FLAG_OWN_REALTY,0.0036269973
AMT_INCOME_TOTAL_MAX_AGG_CODE_GENDER_FLAG_OWN_CAR_FLAG_OWN_REALTY,0.0036021557
AMT_INCOME_TOTAL_MAX_AGG_OCCUPATION_TYPE_ORGANIZATION_TYPE,0.0035735236
AMT_ANNUITY_MIN_AGG_NAME_EDUCATION_TYPE_NAME_INCOME_TYPE_OCCUPATION_TYPE,0.003368042
B_DAYS_CREDIT_ENDDATE_MIN_OVERALL,0.0033637378
AMT_ANNUITY_MIN_AGG_FLAG_OWN_CAR_FLAG_OWN_REALTY_NAME_INCOME_TYPE,0.00307438
FLAG_REGIONS_SUM,0.002782718
B_B_CURRENT_DEBT_TO_CREDIT_RATIO_STD_OVERALL,0.0027781883
AMT_INCOME_TOTAL_MIN_AGG_NAME_CONTRACT_TYPE_NAME_INCOME_TYPE_OCCUPATION_TYPE,0.0022515939
REG_CITY_NOT_WORK_CITY,0.0
