feature,importance
AMT_INCOME_TOTAL_MEAN_AGG_CODE_GENDER_NAME_FAMILY_STATUS_NAME_INCOME_TYPE,116
B_CREDIT_ACTIVE_ACTIVE_MEAN,109
AGE_EMPLOYED_DIFF_MEAN_AGG_FLAG_OWN_CAR_FLAG_OWN_REALTY_NAME_INCOME_TYPE,109
AMT_ANNUITY_MIN_AGG_FLAG_OWN_CAR_FLAG_OWN_REALTY_NAME_INCOME_TYPE,106
AMT_INCOME_TOTAL_MEAN_AGG_NAME_CONTRACT_TYPE_NAME_INCOME_TYPE_OCCUPATION_TYPE,105
REG_CITY_NOT_LIVE_CITY,96
AGE_EMPLOYED_DIFF_MIN_AGG_FLAG_OWN_CAR_FLAG_OWN_REALTY_NAME_INCOME_TYPE,87
AGE_EMPLOYED_DIFF_MEAN_AGG_CODE_GENDER_FLAG_OWN_CAR_FLAG_OWN_REALTY,86
ANNUITY_INCOME_RATIO_MAX_AGG_FLAG_OWN_CAR_FLAG_OWN_REALTY_NAME_INCOME_TYPE,85
AMT_INCOME_TOTAL_MAX_AGG_CODE_GENDER_FLAG_OWN_CAR_FLAG_OWN_REALTY,80
AMT_INCOME_TOTAL_MAX_AGG_FLAG_OWN_CAR_FLAG_OWN_REALTY_NAME_INCOME_TYPE,80
AMT_INCOME_TOTAL_MIN_AGG_NAME_CONTRACT_TYPE_NAME_INCOME_TYPE_OCCUPATION_TYPE,66
FLAG_REGIONS_SUM,62
AMT_INCOME_TOTAL_MIN_AGG_FLAG_OWN_CAR_FLAG_OWN_REALTY_NAME_INCOME_TYPE,54
AMT_INCOME_TOTAL_MEAN_AGG_CODE_GENDER_FLAG_OWN_CAR_FLAG_OWN_REALTY,48
AMT_INCOME_TOTAL_MIN_AGG_CODE_GENDER_FLAG_OWN_CAR_FLAG_OWN_REALTY,46
AMT_ANNUITY_MIN_AGG_CODE_GENDER_FLAG_OWN_CAR_FLAG_OWN_REALTY,41
REG_CITY_NOT_WORK_CITY,12
